,ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
5963,SOAD11176,Navaldia,No,,Earth,7.212,0.178,8900.0,1977.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0972,39.6,12.0,
5964,SOAD11309,Navaldia,Yes,Flood Risk Reduction,Earth,6.719,0.757,,1984.0,,0.01576,2.66329,,,,,Low,Not Rated,18/06/2014,0.1034,22.0,16.8,
5967,SOAD11730,Lyndrassia,No,Flood Risk Reduction,Earth,9.141,0.172,17153.0,2001.0,,0.03546,1044.00968,Uncontrolled,01/11/2001,1.0,,Low,Not Rated,,0.0878,37.9,11.9,
5970,SOAD12312,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.287,0.058,,1950.0,,,,,,,0.0,Low,,,0.0722,22.1,843.0,
5972,SOAD12586,Lyndrassia,No,Flood Risk Reduction,Earth,11.937,0.15,21810.0,1991.0,,0.15169,567.28077,Uncontrolled,,0.0,,Low,Not Rated,,0.0988,45.0,11.3,
5978,SOAD16544,Navaldia,Yes,,Earth,19.221,0.2,,,,0.0453099999999999,0.0,Uncontrolled,15/09/2000,,,Low,Not Rated,18/06/2014,0.0986,17.2,11.1,
5980,SOAD16868,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.272,0.267,,1953.0,,,,,,,1.63,Low,,,0.0956,5.7,900.5,
5982,SOAD17019,Lyndrassia,No,Other,Earth,4.746,,0.0,,,0.10047,415.47324,,,0.0,0.0,Low,Not Rated,,0.0637,27.8,231.5,
5983,SOAD17788,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.643,0.092,,1959.0,,,39.94935,Uncontrolled,,,27.21,Low,,,0.0915,15.8,316.6,
5987,SOAD20643,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.885,0.192,16764.0,1980.0,,0.08274,1326.31842,Uncontrolled,,0.0,,Low,Not Rated,,0.1164,6.7,12.8,
5988,SOAD20754,Navaldia,Yes,Flood Risk Reduction,Earth,5.85,0.5,,1983.0,,0.0,2.66329,Uncontrolled,22/07/2021,5.0,,High,Fair,31/05/2022,0.0612,10.9,762.5,
5989,SOAD20773,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.85,0.073,,1960.0,,,13.31645,Uncontrolled,,,20.51,Low,,,0.0828,5.0,295.5,
5990,SOAD00534,Lyndrassia,No,Flood Risk Reduction,Earth,8.64,0.177,13606.0,1992.0,,0.01576,623.2098599999999,Uncontrolled,18/09/1998,1.0,,Low,Not Rated,,0.104,29.1,18.5,
5991,SOAD00583,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.959,0.058,,1960.0,,,,,,,20.24,Low,,,0.0705,22.6,110.8,
5992,SOAD00867,Flumevale,Yes,Fish and Wildlife Pond,Earth,4.006,0.207,,1960.0,,0.07683,,Controlled,,6.0,3.17,Low,Not Rated,,0.1025,33.4,579.2,
5993,SOAD01076,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.074,0.1,,1936.0,,,,,,,0.0,Low,,,0.1149,20.5,199.9,
5994,SOAD01317,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.731,0.113,,1964.0,,,,,,,5.04,Low,,,0.0958,5.0,215.7,
5995,SOAD01331,Lyndrassia,No,Flood Risk Reduction,Earth,11.224,0.167,21767.0,1994.0,,0.04334,1411.5437,Uncontrolled,,0.0,,Low,Not Rated,,0.0833,28.0,17.4,
5997,SOAD01808,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,12.421,0.117,,1972.0,,,7.98987,Uncontrolled,,,62.2,Low,,,0.078,14.3,106.6,
5998,SOAD02003,Navaldia,No,,Earth,4.422,0.15,,2008.0,,0.07486,0.0,Uncontrolled,12/05/2010,,0.82,Significant,Not Rated,12/05/2015,0.1177,7.9,699.0,
6000,SOAD02691,Flumevale,Yes,Other,Gravity,17.274,0.085,0.0,1915.0,,0.04137,23.96961,,19/10/2021,1.0,2.48,High,Satisfactory,01/09/2017,0.0908,26.4,173.6,
6002,SOAD03748,Flumevale,No,Fish and Wildlife Pond,Earth,4.644,0.063,721.0,1904.0,,0.01773,21.30632,Uncontrolled,20/07/2012,10.0,1.59,Low,Not Rated,,0.0259,25.6,221.8,
6007,SOAD04263,Lyndrassia,Yes,Other,Earth,2.792,1.067,,1963.0,,,,,,,63.83,Significant,,,0.1395,301.7,79.3,
6008,SOAD04318,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.106,0.133,,1918.0,,,0.0,Uncontrolled,,,56.33,Significant,,,0.1424,95.1,196.8,
6009,SOAD04497,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.821,0.073,,1967.0,,,,,,,69.14,Low,,,0.0947,23.1,206.0,
6010,SOAD04739,Lyndrassia,No,Flood Risk Reduction,Earth,9.605,0.158,14597.0,2007.0,,0.04137,1347.62474,Uncontrolled,,0.0,,Low,Not Rated,,0.1014,27.0,23.7,
6013,SOAD05087,Lyndrassia,No,Flood Risk Reduction,Earth,11.838,0.143,22015.0,2006.0,,0.03349,1044.00968,Uncontrolled,,0.0,,Low,Not Rated,,0.1287,15.6,23.0,
6016,SOAD07305,Lyndrassia,No,Flood Risk Reduction,Earth,12.063,0.173,28243.0,1994.0,,0.05713,282.30874,Uncontrolled,11/06/1999,1.0,,Low,Not Rated,,0.0731,46.8,5.9,
6017,SOAD07340,Lyndrassia,No,Grade Stabilization,Earth,11.926,0.145,22214.0,1962.0,,0.03349,828.28319,Uncontrolled,,0.0,,Low,Not Rated,,0.1206,26.3,16.6,
6018,SOAD08824,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.352,,0.0,1968.0,,0.0906199999999999,1190.49063,,,0.0,0.0,Low,Not Rated,,0.0965,24.3,594.6,
6019,SOAD09910,Lyndrassia,No,Flood Risk Reduction,Earth,10.768,0.147,21913.0,1994.0,,0.21473,10509.34234,Uncontrolled,,0.0,,Low,Not Rated,,0.0844,37.1,8.7,
6020,SOAD10085,Lyndrassia,No,Flood Risk Reduction,Earth,11.655,0.123,23495.0,1985.0,,0.01576,90.55186,Uncontrolled,,0.0,,Low,Not Rated,,0.0858,10.5,20.0,
6024,SOAD12952,Lyndrassia,Yes,Flood Risk Reduction,Earth,13.629,0.15,27500.0,1985.0,1985,0.09456,10.65316,Uncontrolled,23/03/2021,5.0,30.28,Low,Satisfactory,19/12/2007,0.035,22.7,173.0,
6026,SOAD13376,Lyndrassia,No,Flood Risk Reduction,Earth,13.18,0.133,23849.0,2009.0,,0.0925899999999999,1099.93877,Uncontrolled,,0.0,,Low,Not Rated,,0.0914,41.5,9.6,
6028,SOAD14953,Lyndrassia,No,Flood Risk Reduction,Earth,9.235,0.17,15951.0,2003.0,,0.08274,1209.13366,Uncontrolled,05/01/2004,1.0,,Low,Not Rated,,0.1215,8.7,10.1,
6029,SOAD15445,Navaldia,Yes,Other,Earth,7.245,0.68,,,,0.04137,2.66329,,12/05/2017,5.0,,Low,Satisfactory,,0.0408,16.0,14.5,
6030,SOAD16315,Flumevale,Yes,Flood Risk Reduction,Earth,7.512,1.0,90000.0,1971.0,,0.22261,5.32658,,17/02/2022,1.0,0.16,High,Satisfactory,01/09/2017,0.0798,42.3,881.2,
6032,SOAD16859,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.209,0.04,,1950.0,,,,,,,25.29,Low,,,0.1133,18.5,404.9,
6033,SOAD17340,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.886,0.217,30000.0,1964.0,,0.02561,266.329,Uncontrolled,,0.0,,Low,Not Rated,,0.113,9.1,6.0,
6035,SOAD17534,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.977,0.307,,1962.0,,0.04334,0.0,,,,,Low,Not Rated,18/06/2014,0.0767,20.1,7.0,
6036,SOAD17549,Lyndrassia,No,Flood Risk Reduction,Earth,8.48,0.143,10485.0,1988.0,,0.03349,1563.35123,Uncontrolled,,0.0,,Low,Not Rated,,0.0551,38.6,23.7,
6038,SOAD17845,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.493,0.1,,1956.0,,,,,,,55.56,Low,,,0.1091,17.0,218.8,
6040,SOAD18029,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.088,0.16,,1977.0,,0.0,14680.05448,,,,,Low,Not Rated,18/06/2014,0.0893,35.4,12.1,
6041,SOAD18103,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.463,0.14,,1953.0,,,,,,,60.06,Low,,,0.1001,21.4,168.1,
6043,SOAD19281,Flumevale,Yes,Flood Risk Reduction,Earth,12.969,0.123,41258.0,1957.0,,0.04137,0.0,Uncontrolled,01/11/2021,3.0,0.0,Significant,Satisfactory,01/11/2021,0.1224,42.0,432.5,
6045,SOAD19741,Lyndrassia,No,Flood Risk Reduction,Earth,8.305,0.27,13345.0,2005.0,,0.02758,681.80224,Uncontrolled,,0.0,,Low,Not Rated,,0.1117,10.2,13.0,
6046,SOAD19767,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.368,0.1,,1958.0,,,,,,,49.94,Low,,,0.1069,12.9,195.0,
6048,SOAD20049,Flumevale,Yes,Flood Risk Reduction,Earth,10.524,0.167,0.0,1972.0,,0.0591,13.31645,Uncontrolled,01/06/2016,3.0,75.69,Low,Not Rated,,0.1061,34.8,91.7,
6050,SOAD20330,Lyndrassia,No,Flood Risk Reduction,Earth,8.118,0.14,15950.0,1994.0,,0.15563,1739.12837,Uncontrolled,01/09/1994,0.0,,Low,Not Rated,,0.0707,9.3,22.3,
6051,SOAD00212,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.135,0.1,,1950.0,,,,,,,71.79,Low,,,0.1031,14.4,56.1,
6052,SOAD00458,Flumevale,Yes,Flood Risk Reduction,Earth,9.37,0.214,15541.0,1956.0,,0.05713,7.98987,Uncontrolled,05/10/2020,6.0,14.43,Low,Satisfactory,25/10/2018,0.0286,39.7,375.8,
6053,SOAD00772,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.984,0.013,,1954.0,,,,,,,11.34,Low,,,0.0934,22.6,113.1,
6054,SOAD01360,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.064,0.167,,1952.0,,,7.98987,Uncontrolled,,,22.41,Low,,,0.0793,14.6,415.1,
6055,SOAD01406,Navaldia,No,Other,Earth,5.504,0.14,,1965.0,,0.0,0.0,,23/04/1974,,1.63,Low,Not Rated,18/06/2014,0.0886,45.6,872.8,
6057,SOAD02240,Lyndrassia,No,Flood Risk Reduction,Earth,10.422,0.139,17687.0,1992.0,,0.0394,1709.83218,Uncontrolled,,0.0,,Low,Not Rated,,0.093,21.7,6.2,
6058,SOAD02534,Flumevale,Yes,Debris Control,Earth,16.972,0.222,155000.0,1961.0,,0.04334,18.64303,,20/10/2021,1.0,0.0,High,Satisfactory,01/09/2017,0.089,41.2,508.1,
6059,SOAD02548,Lyndrassia,No,Flood Risk Reduction,Earth,11.947,0.157,20411.0,2004.0,,0.04334,2061.38646,Uncontrolled,09/04/2004,0.0,,Low,Not Rated,,0.0861,25.9,10.5,
6062,SOAD03813,Lyndrassia,No,Flood Risk Reduction,Earth,9.829,0.173,20188.0,2006.0,,0.05122,1629.93348,Uncontrolled,,0.0,,Low,Not Rated,,0.084,41.1,8.8,
6064,SOAD04008,Navaldia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.719,0.32,,1938.0,1975S,0.0591,2.66329,Uncontrolled,05/12/2022,5.0,1.54,High,Fair,10/05/2023,0.0745,22.1,767.3,
6065,SOAD04154,Navaldia,Yes,Flood Risk Reduction,Earth,13.061,0.128,,1973.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0882,19.1,17.1,
6066,SOAD04391,Lyndrassia,No,Flood Risk Reduction,Earth,10.198,0.153,20520.0,1986.0,,0.02561,889.53886,Uncontrolled,,0.0,,Low,Not Rated,,0.0976,25.9,11.0,
6067,SOAD05081,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Gravity,10.214,0.1,15167.0,1942.0,1942,0.07289,5.32658,,16/08/2016,5.0,125.76,Low,Not Rated,,0.0511,29.4,174.4,
6070,SOAD05718,Flumevale,Yes,Fish and Wildlife Pond,Earth,6.729,0.107,,1984.0,,0.06895,42.61264,Uncontrolled,20/12/2017,6.0,31.21,Low,Not Rated,,0.0713,25.7,93.4,
6071,SOAD05916,Navaldia,Yes,Tailings,Earth,9.685,0.133,,1981.0,,0.0453099999999999,2.66329,,25/05/2016,5.0,,Low,Not Rated,,0.0598,19.1,4.8,
6072,SOAD06104,Lyndrassia,No,Flood Risk Reduction,Earth,9.649,0.163,18379.0,2005.0,,0.06501,1781.74101,Uncontrolled,,0.0,,Low,Not Rated,,0.0758,9.4,20.1,
6074,SOAD07061,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.161,0.058,,1960.0,,,,,,,9.17,Low,,,0.073,22.9,361.6,
6076,SOAD07417,Flumevale,Yes,Other,Earth,14.924,0.097,21653.0,1909.0,,0.06107,10.65316,,20/12/2021,1.0,0.0,High,Satisfactory,01/09/2017,0.0761,12.0,597.9,
6078,SOAD08371,Navaldia,No,Recreation,Earth,3.879,0.112,,1967.0,,,,,,,,Undetermined,Not Rated,,0.1435,,,3.0
6080,SOAD08846,Lyndrassia,No,Flood Risk Reduction,Earth,9.883,0.193,21433.0,2006.0,,0.0394,1166.52102,Uncontrolled,,0.0,,Low,Not Rated,,0.0814,6.3,8.5,
6081,SOAD10431,Lyndrassia,Yes,Flood Risk Reduction,Earth,18.386,0.267,200000.0,1992.0,1988,0.10835,18.64303,Uncontrolled,10/01/2023,2.0,4.63,High,Satisfactory,21/12/2007,0.0795,18.6,599.9,
6082,SOAD11015,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.261,0.217,,1950.0,,,26.6329,Uncontrolled,,,64.78,Low,,,0.1027,15.2,205.4,
6087,SOAD12713,Navaldia,No,Other,Earth,5.313,0.233,,1964.0,,0.0,0.0,,,,1.64,Low,Not Rated,18/06/2014,0.1165,21.0,653.5,
6090,SOAD13323,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Gravity,10.261,0.343,27238.0,1966.0,1966,0.07683,18.64303,,16/08/2016,5.0,23.51,Low,Not Rated,,0.0495,24.4,185.0,
6094,SOAD14895,Lyndrassia,No,Flood Risk Reduction,Earth,13.339,0.183,24545.0,1996.0,,0.06895,721.75159,Uncontrolled,,0.0,,Low,Not Rated,,0.0783,5.7,17.5,
6095,SOAD15118,Lyndrassia,No,Flood Risk Reduction,Earth,9.894,0.177,18590.0,1984.0,,0.07289,2024.1004,Uncontrolled,,0.0,,Low,Not Rated,,0.0709,22.8,9.3,
6096,SOAD15267,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.181,0.26,12737.0,1956.0,,0.06501,0.0,,,,,Low,Not Rated,18/06/2014,0.1221,38.1,16.2,
6098,SOAD16305,Navaldia,Yes,Other,Earth,7.068,0.947,,1988.0,,0.0591,0.0,,02/12/2020,2.0,,Significant,Fair,,0.1322,29.0,142.0,
6102,SOAD17255,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.75,0.05,,1955.0,,,,,,,0.0,Low,,,0.0853,21.0,636.2,
6103,SOAD17582,Flumevale,Yes,Flood Risk Reduction,Earth,8.103,0.235,,1971.0,,0.07486,0.0,,15/12/1993,0.0,148.2,Low,Not Rated,,0.0746,13.3,54.4,
6104,SOAD17718,Lyndrassia,No,Flood Risk Reduction,Gravity,10.107,0.15,20242.0,1937.0,1937,0.07486,2.66329,,16/08/2016,5.0,151.74,Low,Not Rated,,0.0856,42.3,62.5,
6107,SOAD18461,Lyndrassia,No,Flood Risk Reduction,Earth,10.031,0.187,19483.0,2005.0,,0.04925,1877.61945,Uncontrolled,,0.0,,Low,Not Rated,,0.1226,18.5,11.5,
6108,SOAD18584,Navaldia,Yes,Flood Risk Reduction,Earth,7.174,0.233,,1971.0,1975H;2017S,0.05713,5.32658,Uncontrolled,,,,Low,Not Rated,18/06/2014,0.084,43.7,9.1,
6111,SOAD19265,Lyndrassia,No,Other,Earth,7.069,,0.0,1970.0,,0.06698,588.58709,,,0.0,39.52,Low,Not Rated,,0.0768,25.9,94.7,
6112,SOAD19303,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.369,,0.0,1947.0,,0.08077,695.11869,,,0.0,0.0,Low,Not Rated,,0.1173,8.3,465.4,
6115,SOAD20054,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.311,0.1,,1962.0,,,7.98987,Uncontrolled,,,58.6,Low,,,0.0885,23.4,112.2,
6120,SOAD01173,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.276,0.067,,1950.0,,,,,,,9.62,Low,,,0.0965,18.2,425.4,
6121,SOAD01670,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.02,0.05,,1954.0,,,,,,,43.73,Low,,,0.0719,17.3,156.4,
6122,SOAD01673,Navaldia,Yes,Flood Risk Reduction,Earth,12.394,0.19,,1973.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0988,47.2,17.1,
6123,SOAD02204,Lyndrassia,No,Flood Risk Reduction,Earth,7.903,0.17,11584.0,1988.0,,0.05713,2154.60161,Uncontrolled,,0.0,,Low,Not Rated,,0.1082,16.1,15.4,
6124,SOAD02772,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.793,0.12,13500.0,1999.0,,0.03349,601.90354,Uncontrolled,01/11/1999,0.0,,Low,Not Rated,,0.099,33.6,19.8,
6127,SOAD03380,Navaldia,No,,Earth,5.465,0.0,,,,0.07683,0.0,,,,,Low,Not Rated,18/06/2014,0.0897,4.9,20.2,
6128,SOAD04088,Navaldia,Yes,,,3.341,0.795,26626.0,,,0.06895,58.59238,,,,,High,Not Rated,20/06/2018,0.0853,47.7,839.8,
6129,SOAD04244,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.354,0.153,22000.0,1979.0,,0.00788,1864.303,Uncontrolled,,0.0,,Low,Not Rated,,0.108,39.2,20.4,
6130,SOAD04533,Navaldia,No,Fish and Wildlife Pond,Earth,6.187,0.241,,1987.0,,0.0,828.28319,,,,,Low,Not Rated,18/06/2014,0.0714,38.5,8.4,
6131,SOAD04854,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.012,0.083,,1950.0,,,,,,,43.62,Low,,,0.087,14.5,99.5,
6132,SOAD05659,Flumevale,Yes,Flood Risk Reduction,Earth,9.139,0.273,21700.0,1956.0,,0.06698,7.98987,Uncontrolled,01/11/2011,6.0,4.94,Low,Satisfactory,10/10/2003,0.0438,17.7,349.3,
6134,SOAD07451,Lyndrassia,No,Flood Risk Reduction,Earth,6.712,,0.0,,,0.06501,1739.12837,,,0.0,0.0,Low,Not Rated,,0.1047,17.0,210.3,
6135,SOAD07728,Navaldia,No,,Earth,10.128,0.113,,,,0.05319,10.65316,Uncontrolled,28/05/2013,,,Low,Not Rated,28/05/2018,0.071,20.9,12.1,
6136,SOAD07776,Navaldia,No,,Earth,6.327,0.261,9470.0,1980.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1128,37.2,8.2,
6137,SOAD08127,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.217,0.1,,1954.0,,,,,,,63.76,Low,,,0.0751,15.1,98.2,
6138,SOAD08463,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.912,0.367,,1974.0,,0.05122,0.0,,,,,Low,Not Rated,18/06/2014,0.0723,8.1,18.2,
6139,SOAD08499,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.13,0.1,,1932.0,,,,,,,47.34,Low,,,0.113,5.1,210.8,
6140,SOAD08661,Navaldia,No,Other,Earth,4.138,0.417,,1986.0,,0.12608,2.66329,,,,,Low,Not Rated,18/06/2014,0.0889,9.2,5.2,
6141,SOAD09935,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.443,0.05,,1947.0,,,,,,,53.18,Low,,,0.0776,12.6,155.7,
6143,SOAD10964,Lyndrassia,No,Debris Control,Earth,7.254,,0.0,1976.0,,0.06895,447.43272,,,0.0,47.85,Low,Not Rated,,0.1067,32.1,64.0,
6145,SOAD11352,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.539,0.067,,1938.0,,,,,,,16.57,Low,,,0.1096,13.7,376.1,
6146,SOAD11638,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.201,0.05,,1939.0,,,,,,,0.0,Low,,,0.0769,11.7,794.3,
6148,SOAD12507,Navaldia,Yes,Other,Earth,12.591,0.127,,2004.0,,0.02167,5.32658,,17/07/2017,5.0,,Low,Satisfactory,,0.0383,42.4,21.2,
6149,SOAD12743,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.764,0.05,,1950.0,,,,,,,26.47,Low,,,0.1051,19.7,159.1,
6151,SOAD13299,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.068,0.067,,1967.0,,,,,,,62.43,Low,,,0.0685,14.5,73.4,
6152,SOAD13428,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.945,0.09,,1970.0,,0.0,10.65316,,,,,Low,Not Rated,18/06/2014,0.0934,25.7,20.0,
6154,SOAD13548,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.122,,0.0,1970.0,,0.06698,223.71636,,,0.0,19.57,High,Not Rated,,0.1099,45.4,154.7,
6156,SOAD14188,Lyndrassia,No,Grade Stabilization,Earth,11.909,0.14,20922.0,1962.0,,0.05122,1169.18431,Uncontrolled,,0.0,,Low,Not Rated,,0.0636,28.0,6.2,
6159,SOAD14965,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.206,,0.0,1968.0,,0.08668,14632.11526,,,0.0,0.0,Low,Not Rated,,0.073,12.8,95.6,
6161,SOAD15508,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.176,0.042,,1936.0,,,,,,,24.33,Low,,,0.1242,19.0,309.9,
6163,SOAD15583,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.906,0.083,,1955.0,,,7.98987,Uncontrolled,,,0.0,Low,,,0.0579,7.4,295.4,
6164,SOAD16164,Navaldia,Yes,Flood Risk Reduction,Concrete,6.294,0.094,,1956.0,,0.13593,5116.18009,Uncontrolled,12/06/2017,,1.59,Low,Not Rated,12/06/2022,0.1037,40.7,791.7,
6167,SOAD16642,Flumevale,Yes,Flood Risk Reduction,Earth,8.783,0.201,19326.0,1959.0,,0.06698,0.0,Uncontrolled,01/02/2012,3.0,4.88,Low,Fair,18/10/2018,0.0815,15.5,484.1,
6168,SOAD17167,Lyndrassia,No,Flood Risk Reduction,Earth,9.599,0.207,14419.0,1958.0,,0.06895,2114.65226,Uncontrolled,,0.0,,Low,Not Rated,,0.0996,20.8,9.3,
6170,SOAD17426,Lyndrassia,No,,Gravity,6.594,0.151,9000.0,,,0.14578,5.32658,,07/11/2018,5.0,,Low,Not Rated,,0.0904,25.8,15.6,
6171,SOAD17567,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.531,0.083,,1961.0,,,,,,,31.58,Low,,,0.0776,12.5,72.7,
6174,SOAD19436,Lyndrassia,No,Flood Risk Reduction,Earth,11.839,0.26,24688.0,1958.0,,0.04137,1129.23496,Uncontrolled,,0.0,,Low,Not Rated,,0.1111,10.9,8.9,
6175,SOAD20220,Navaldia,No,,Earth,7.556,0.0,22168.0,2003.0,,0.06304,0.0,,,,,Low,Not Rated,18/06/2014,0.1109,7.0,22.6,
6176,SOAD20670,Lyndrassia,No,Flood Risk Reduction,Earth,10.25,0.097,14420.0,1988.0,,0.08471,2191.88767,Uncontrolled,,0.0,,Low,Not Rated,,0.0705,31.6,21.6,
6178,SOAD00611,Lyndrassia,No,Flood Risk Reduction,Earth,7.108,,0.0,1973.0,,0.06698,210.39991,,,0.0,33.74,High,Not Rated,,0.1569,40.7,114.9,
6179,SOAD01260,Flumevale,Yes,Other,Earth,17.269,0.733,,1982.0,,0.03546,0.0,,25/06/2002,6.0,15.98,Low,Not Rated,,0.0495,26.7,386.3,
6181,SOAD01613,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.051,0.663,,1976.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0806,28.9,16.1,
6183,SOAD01860,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.334,0.113,,1956.0,,,58.59238,Uncontrolled,,,91.21,Low,,,0.126,8.5,172.5,
6184,SOAD01880,Navaldia,Yes,Other,Concrete,3.509,,,,,,5451.754629999999,,23/07/2015,5.0,,Low,Not Rated,,0.0772,10.9,18.2,
6185,SOAD01954,Navaldia,Yes,Flood Risk Reduction,Earth,5.446,0.233,,1994.0,,0.05713,5.32658,,08/06/2018,5.0,,Low,Not Rated,,0.0545,30.2,18.3,
6186,SOAD02043,Lyndrassia,No,Fish and Wildlife Pond,Other,7.844,0.166,12000.0,1962.0,1962,0.07683,26.6329,Uncontrolled,25/07/2019,5.0,22.98,Low,Satisfactory,25/07/2019,0.0289,13.8,463.6,
6187,SOAD02206,Navaldia,No,,Earth,4.385,0.407,19729.0,1971.0,,0.07683,0.0,,,,,Low,Not Rated,18/06/2014,0.1137,9.8,11.4,
6188,SOAD02507,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.447,0.1,,1959.0,,,,,,,88.01,Low,,,0.1178,23.3,215.3,
6190,SOAD03035,Navaldia,No,,Earth,5.601,0.197,,1965.0,,0.0925899999999999,0.0,,,,,Low,Not Rated,18/06/2014,0.1195,39.2,10.3,
6191,SOAD03502,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.031,0.309,28143.0,1986.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0999,38.6,5.7,
6194,SOAD04388,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.695,0.183,9726.0,1974.0,,0.01773,335.57454,Uncontrolled,,0.0,,Significant,Not Rated,,0.1821,11.0,407.1,
6196,SOAD05483,Lyndrassia,No,Other,Earth,7.078,,0.0,1973.0,,0.06698,1970.8346,,,0.0,13.18,High,Not Rated,,0.1314,32.4,106.4,
6199,SOAD06876,Navaldia,No,,Earth,4.055,0.413,14848.0,1969.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.063,34.5,17.4,
6200,SOAD06961,Navaldia,No,,Earth,4.919,0.09,,1954.0,,0.08668,0.0,,,,,Low,Not Rated,18/06/2014,0.1083,11.5,5.4,
