ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD06799,Lyndrassia,No,Recreation,Earth,12.261,0.18589999999999995,0.0,1966.0,2002.0,0.04137,751.04778,Missing,0.0,9.99,High,Not Rated,2014.0,0.1295,5.8,432.9,5.9
SOAD07394,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.987,0.177,26735.0,1996.0,2009.0,0.02561,378.18718,Uncontrolled,0.0,25.648,Low,Not Rated,2014.9,0.1064,40.6,11.2,27.36
SOAD07619,Lyndrassia,No,Recreation,Earth,8.374,0.25139999999999996,0.0,1998.0,2002.0,0.07683,4261.264,Missing,0.0,0.0,Significant,Not Rated,2014.2,0.1464,20.5,695.4,3.5
SOAD07636,Navaldia,Yes,Recreation,Earth,6.304,0.183,44879.09999999998,1935.0,2008.0,0.0886499999999999,2.66329,Missing,5.0,26.473,Low,Not Rated,2014.0,0.0478,40.9,10.3,8.6
SOAD07765,Lyndrassia,No,Flood Risk Reduction,Earth,8.967,0.191,0.0,1956.0,1990.0,0.05713,1083.95903,Missing,0.0,34.3,Low,Not Rated,2014.0,0.1125,28.6,143.1,27.060000000000002
SOAD07960,Lyndrassia,No,Recreation,Earth,10.247,0.2753,0.0,1965.0,2000.0,0.04925,266.329,Missing,0.0,38.31,Low,Not Rated,2014.0,0.0985,43.5,203.4,4.2
SOAD08072,Lyndrassia,No,Flood Risk Reduction,Earth,10.027,0.111,9372.0,1990.0,1993.0,0.03152,961.44769,Uncontrolled,1.0,27.173000000000002,Low,Not Rated,2015.1,0.0635,44.5,7.8,17.82
SOAD08091,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.544,0.211,16029.300000000047,1970.0,2000.0,0.03546,0.0,Missing,-4.440892098500626e-16,30.738999999999997,Low,Not Rated,2014.0,0.0759,5.2,23.4,21.56
SOAD08550,Navaldia,Yes,Other,Earth,8.377,0.207,7000.0,1975.0,2005.0,0.0,0.0,Missing,5.0,21.12,Low,Not Rated,2014.0,0.1111,8.0,6.1,5.229999999999999
SOAD09213,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.861,0.04,23883.399999999994,1962.0,2006.0,0.2031069999999997,22.10530699999981,Missing,1.5499999999999998,94.43,Low,Missing,2015.0,0.0601,9.5,149.6,25.16
SOAD09664,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.453,0.05,38980.5,1963.0,2012.0,0.16961700000000013,31.95948,Uncontrolled,3.2,82.72,Low,Missing,2019.6,0.0787,17.5,222.5,29.23
SOAD09823,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Rockfill,8.771,0.25139999999999996,0.0,1969.0,1986.0,0.05713,2404.95087,Missing,0.0,10.09,Low,Not Rated,2014.0,0.0986,42.9,456.3,15.92
SOAD10481,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.689,0.1372,0.0,1894.0,1964.0,0.06698,601.90354,Missing,0.0,3.19,Low,Not Rated,2014.0,0.1142,24.5,294.7,24.53
SOAD10498,Lyndrassia,No,Other,Earth,10.843,0.243,0.0,1966.0,2000.0,0.05122,878.8856999999999,Missing,0.0,24.3,Low,Not Rated,2014.0,0.1024,30.8,150.3,6.8100000000000005
SOAD10649,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.779,0.257,5001.899999999994,1963.0,1962.0,0.04334,2.66329,Missing,-4.440892098500626e-16,4.65,Low,Not Rated,2014.0,0.0756,12.9,717.3,27.63
SOAD10786,Lyndrassia,No,Flood Risk Reduction,Earth,10.974,0.147,20866.0,1994.0,2004.0,0.02561,2263.7965,Uncontrolled,0.0,31.820999999999998,Low,Not Rated,2015.8,0.1295,39.3,5.6,26.72
SOAD10838,Navaldia,No,Other,Earth,12.21,0.133,14707.900000000023,1958.0,1998.0,0.0,0.0,Missing,-4.440892098500626e-16,18.599,Low,Not Rated,2014.0,0.0933,46.3,14.0,6.490000000000002
SOAD11123,Lyndrassia,No,Other,Earth,8.358,0.17950000000000002,0.0,1966.0,2003.0,0.0591,668.48579,Missing,0.0,13.92,High,Not Rated,2014.0,0.0984,16.3,399.3,5.42
SOAD11503,Navaldia,No,Missing,Earth,8.714,0.133,5357.0,1970.0,1998.0,0.0,0.0,Missing,-4.440892098500626e-16,22.313,Low,Not Rated,2014.0,0.0637,26.0,15.5,21.12
SOAD13230,Navaldia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.488,0.286,49351.0,1960.0,2005.0,0.0,0.0,Missing,5.0,22.996,Low,Not Rated,2014.0,0.0891,8.5,8.4,29.049999999999997
SOAD13631,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.405,0.05,15057.699999999983,1944.0,1992.0,0.129035,32.492138000000296,Missing,1.5,25.29,Low,Missing,2017.4,0.0733,15.4,281.2,23.05
SOAD13791,Lyndrassia,No,Flood Risk Reduction,Earth,8.915,0.227,15535.0,1990.0,2001.0,0.02561,926.82492,Uncontrolled,1.0,25.567,Low,Not Rated,2014.6,0.1022,26.4,22.3,25.93
SOAD14578,Lyndrassia,No,Grade Stabilization,Earth,11.12,0.15,17160.0,2003.0,2005.0,0.00788,1115.91851,Uncontrolled,0.0,33.226,Low,Not Rated,2015.0,0.1158,11.0,16.5,25.18
SOAD14896,Lyndrassia,No,Recreation,Earth,10.566,0.2629,0.0,1962.0,1982.0,0.04925,159.79739999999998,Missing,0.0,1.63,Low,Not Rated,2014.0,0.075,23.7,714.8,5.0
SOAD14963,Flumevale,Yes,Irrigation,Earth,7.548,0.217,34368.0,1964.0,2009.0,0.10441,114.52147,Uncontrolled,6.0,53.42,Low,Fair,2018.0,0.0695,19.1,111.9,9.3
SOAD15549,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.468,0.387,17404.79999999999,1962.0,1996.0,0.04728,0.0,Missing,-4.440892098500626e-16,37.861,Low,Not Rated,2014.0,0.0804,27.2,8.4,24.18
SOAD15740,Flumevale,Yes,Flood Risk Reduction,Earth,7.703,0.283,58717.20000000001,1973.0,1994.0,0.07092,0.0,Missing,3.0,26.53,Low,Fair,2015.0,0.0777,29.9,192.9,23.45
SOAD16453,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.103,0.133,8258.49999999997,1939.0,2005.0,0.14991699999999986,52.20048399999996,Missing,0.5999999999999999,13.4,Low,Missing,2016.1,0.1134,4.9,298.9,20.15
SOAD16549,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.719,0.267,11843.5,1972.0,1996.0,0.11229,0.0,Uncontrolled,-4.440892098500626e-16,15.763000000000002,Low,Not Rated,2014.0,0.1047,37.4,10.1,20.14
SOAD17300,Lyndrassia,No,Recreation,Earth,6.95,0.2691,0.0,1950.0,1979.0,0.07683,1273.05262,Missing,0.0,10.91,Low,Not Rated,2014.0,0.1072,35.4,302.2,9.1
SOAD17389,Lyndrassia,Yes,Irrigation,Earth,2.552,0.11,8904.0,1920.0,1989.0,0.3100779999999994,489.77903100000003,Missing,3.0,31.52,Low,Missing,2016.7,0.0674,11.8,182.7,36.4
SOAD17801,Lyndrassia,No,Recreation,Earth,10.464,0.2415,0.0,1964.0,1983.0,0.04925,2085.35607,Missing,0.0,4.91,High,Not Rated,2014.0,0.1053,7.0,725.9,7.7
SOAD18222,Lyndrassia,No,Grade Stabilization,Earth,10.437,0.187,12585.0,1964.0,2004.0,0.0591,2024.1004,Uncontrolled,0.0,25.162,Low,Not Rated,2015.5,0.0744,37.2,7.9,25.85
SOAD18482,Lyndrassia,No,Other,Earth,10.336,0.14230000000000004,0.0,1907.0,1978.0,0.05122,5763.35956,Missing,0.0,1.56,Low,Not Rated,2014.0,0.0844,45.8,739.7,6.130000000000001
SOAD18627,Navaldia,No,Water Supply,Earth,2.782,0.12,18816.800000000017,1975.0,1999.0,0.10638,0.0,Missing,-4.440892098500626e-16,15.584,Low,Not Rated,2014.0,0.0743,15.1,17.6,7.7
SOAD18842,Lyndrassia,Yes,Irrigation,Earth,4.387,0.08,4569.600000000006,1964.0,2001.0,0.09790900000000002,463.67878900000005,Missing,1.8,6.42,Low,Missing,2016.5,0.0811,10.9,100.0,25.4
SOAD19756,Lyndrassia,No,Flood Risk Reduction,Earth,10.473,0.143,14611.0,2000.0,1973.0,0.00788,2868.36333,Uncontrolled,5.0,64.777,Low,Not Rated,2015.4,0.0649,12.7,5.9,15.5
SOAD20027,Lyndrassia,Yes,Irrigation,Earth,3.605,0.1,7195.5,1900.0,1997.0,0.05713,14.115436999999929,Uncontrolled,5.0,30.67,Low,Missing,2016.7,0.0816,29.5,171.0,27.9
SOAD20260,Lyndrassia,No,Recreation,Earth,6.226,0.1859,0.0,1968.0,1978.0,0.08471,932.1515,Missing,0.0,4.79,High,Not Rated,2014.0,0.1295,11.4,424.8,5.4
SOAD20612,Flumevale,Yes,Flood Risk Reduction,Earth,5.751,0.206,7351.0,1955.0,1994.0,0.09653,61.25567,Missing,3.0,25.1,Low,Satisfactory,2013.0,0.0532,20.1,151.1,20.009999999999998
SOAD20732,Lyndrassia,No,Other,Earth,8.418,0.1822,0.0,1963.0,2002.0,0.0591,623.2098599999999,Missing,0.0,0.0,High,Not Rated,2014.0,0.1327,34.7,133.5,5.449999999999996
SOAD00079,Navaldia,Yes,Flood Risk Reduction,Earth,4.461,0.933,33652.30000000002,1911.0,2006.0,0.07683,5.32658,Missing,0.4999999999999998,1.22,High,Not Rated,2018.0,0.0944,28.8,232.3,19.16
SOAD00178,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.214,0.123,22879.900000000023,1948.0,2004.0,0.06323699999999999,101.20502,Uncontrolled,5.3999999999999995,13.45,Low,Missing,2016.7,0.0625,12.1,460.8,21.1
SOAD00553,Lyndrassia,No,Flood Risk Reduction,Earth,9.347,0.147,21400.0,1991.0,2003.0,0.02364,258.33913,Uncontrolled,0.0,24.914,Low,Not Rated,2015.5,0.1236,22.8,18.7,24.43
SOAD00672,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.4,0.013,11662.800000000017,1940.0,1998.0,0.1851799999999999,79.89869999999999,Missing,1.5,14.77,Low,Missing,2015.8,0.0693,28.9,296.8,14.899999999999999
SOAD01163,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.227,0.125,30226.800000000017,1972.0,1999.0,0.14558300000000024,70.84351399999991,Missing,3.7,0.0,Low,Missing,2015.2,0.0593,4.9,903.8,17.09
SOAD01208,Navaldia,No,Water Supply,Earth,7.362,0.12,17474.300000000017,1957.0,1996.0,0.16548,0.0,Missing,-4.440892098500626e-16,26.709000000000003,Low,Not Rated,2014.0,0.1158,8.1,16.6,26.3
SOAD01983,Lyndrassia,No,Grade Stabilization,Earth,12.157,0.16,15317.0,1990.0,2004.0,0.02561,354.21757,Uncontrolled,0.0,32.782000000000004,Low,Not Rated,2016.5,0.1169,42.6,18.6,25.67
SOAD02972,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.314,0.151,17119.300000000017,1961.0,2007.0,0.05456899999999987,21.30632,Uncontrolled,2.8,0.0,Low,Missing,2015.3,0.0874,6.3,338.1,22.33
SOAD03407,Navaldia,No,Irrigation,Earth,5.284,0.256,12510.0,1986.0,2004.0,0.0,0.0,Missing,-4.440892098500626e-16,19.633,Low,Not Rated,2014.0,0.0874,35.1,16.0,40.8
SOAD03937,Lyndrassia,No,Water Supply,Earth,9.033,0.2666,0.0,1963.0,2000.0,0.05516,1864.303,Missing,0.0,0.0,Low,Not Rated,2014.0,0.0771,44.3,218.6,6.3
SOAD04518,Lyndrassia,No,Other,Earth,8.526,0.18650000000000003,0.0,1962.0,1980.0,0.05713,452.7593,Missing,0.0,0.0,Low,Not Rated,2014.0,0.0642,16.4,442.7,6.719999999999999
SOAD04659,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.734,0.28,16231.49999999997,1971.0,2000.0,0.10441,2.66329,Missing,-4.440892098500626e-16,30.738999999999997,Low,Not Rated,2014.0,0.0791,20.7,5.4,25.09
SOAD04903,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.272,0.067,14520.300000000017,1957.0,1996.0,0.17946699999999982,22.90429400000039,Missing,2.7,23.48,Low,Missing,2016.7,0.0597,15.6,178.1,25.86
SOAD05141,Lyndrassia,No,Flood Risk Reduction,Earth,10.679,0.163,22994.0,2008.0,2008.0,0.06895,450.09601,Uncontrolled,0.0,25.136,Low,Not Rated,2016.5,0.0707,42.6,6.2,20.72
SOAD05210,Lyndrassia,No,Recreation,Earth,12.176,0.1876,0.0,1971.0,2001.0,0.04334,90.55186,Missing,0.0,0.0,High,Not Rated,2014.0,0.1312,45.2,428.3,7.0
SOAD05976,Lyndrassia,No,Recreation,Earth,3.226,0.2712,0.0,1972.0,1985.0,0.17336,298.28848,Missing,0.0,0.0,Low,Not Rated,2014.0,0.079,36.5,819.2,5.5
SOAD06076,Lyndrassia,Yes,Recreation,Earth,8.362,0.05,8487.200000000012,1952.0,2004.0,0.15109899999999987,435.9805729999998,Missing,0.5499999999999998,66.55,Low,Missing,2014.9,0.0971,6.4,119.8,7.3
SOAD06126,Lyndrassia,No,Grade Stabilization,Earth,10.484,0.113,13959.0,1972.0,1997.0,0.03349,854.9160899999999,Uncontrolled,0.0,11.265,Significant,Not Rated,2014.6,0.1558,33.5,400.7,15.36
SOAD06190,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.947,0.075,57094.69999999998,1965.0,2006.0,0.10736500000000015,2.66329,Missing,0.04999999999999938,66.16,Low,Missing,2014.6,0.094,12.6,173.0,27.17
SOAD06209,Flumevale,Yes,Other,Earth,7.21,0.328,30000.0,1948.0,1997.0,0.1379,21.30632,Missing,0.5,10.862,Low,Satisfactory,2017.0,0.0622,25.0,14.5,36.57
SOAD06304,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.339,0.153,16433.49999999997,1971.0,2005.0,0.0,0.0,Missing,-4.440892098500626e-16,33.15,Low,Not Rated,2014.0,0.0846,6.9,9.3,21.72
SOAD07091,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.76,0.383,15277.799999999988,1968.0,1990.0,0.0591,0.0,Missing,-4.440892098500626e-16,16.872,Low,Not Rated,2014.0,0.1267,13.0,22.4,31.159999999999997
SOAD07264,Navaldia,No,Recreation,Earth,7.611,0.28,12806.899999999994,1980.0,2000.0,0.0,2769.8216,Missing,-4.440892098500626e-16,15.108,Low,Not Rated,2014.0,0.0958,38.7,5.8,4.2
SOAD07502,Lyndrassia,No,Recreation,Earth,7.702,0.19,28000.0,1971.0,2000.0,0.0886499999999999,7.98987,Uncontrolled,10.0,24.97,Low,Not Rated,2015.6,0.0457,24.3,358.3,4.5
SOAD07942,Navaldia,No,Irrigation,Earth,8.538,0.383,18467.600000000006,1978.0,2003.0,0.0,0.0,Missing,-4.440892098500626e-16,18.302,Low,Not Rated,2014.0,0.1202,17.7,16.6,28.4
SOAD07967,Lyndrassia,No,Recreation,Earth,7.315,0.1859,0.0,1956.0,1978.0,0.07486,1382.24751,Missing,0.0,0.0,High,Not Rated,2014.0,0.1253,21.3,474.1,9.4
SOAD08320,Navaldia,No,Recreation,Earth,4.72,0.377,25052.5,1956.0,1992.0,0.20094,0.0,Uncontrolled,3.3,16.378,Significant,Not Rated,2014.0,0.1673,41.4,132.7,9.4
SOAD08730,Lyndrassia,No,Irrigation,Earth,7.629,0.167,10000.0,1971.0,1993.0,0.00788,135.82779,Uncontrolled,5.0,12.834,Significant,Not Rated,2016.1,0.1268,36.9,219.0,12.6
SOAD09038,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Gravity,8.47,0.44,41385.59,1956.0,1956.0,0.17139,31.95948,Uncontrolled,5.0,78.31,Low,Poor,2019.0,0.0791,16.5,214.2,30.13
SOAD09534,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.114,0.133,16759.5,1960.0,2006.0,0.15208399999999944,18.110372000000098,Missing,0.4999999999999998,68.14,Low,Missing,2014.0,0.1157,7.0,207.3,27.82
SOAD09718,Flumevale,Yes,Other,Earth,36.359,0.149,107000.0,1923.0,1994.0,0.03349,0.0,Missing,1.0,5.82,Significant,Satisfactory,2017.0,0.1305,15.6,454.6,39.08
SOAD10262,Lyndrassia,Yes,Irrigation,Earth,9.775,0.23,18609.29999999999,1953.0,1998.0,0.08471,130.50121,Missing,4.2,0.0,Low,Missing,2014.7,0.0612,44.3,359.7,5.7
SOAD10527,Lyndrassia,No,Irrigation,Earth,10.768,0.20129999999999998,0.0,1971.0,2002.0,0.04925,242.35939,Missing,0.0,1.66,High,Not Rated,2014.5,0.1123,29.7,427.8,28.5
SOAD10626,Navaldia,No,Recreation,Earth,7.087,0.273,17116.0,1971.0,1999.0,0.05516,0.0,Missing,-4.440892098500626e-16,19.226,Low,Not Rated,2014.0,0.1223,27.7,5.1,5.7
SOAD10766,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Gravity,4.69,0.26,14744.0,1958.0,1964.0,0.16351,7.98987,Uncontrolled,5.0,89.81,Low,Unsatisfactory,2017.0,0.0907,30.4,227.6,19.7
SOAD11038,Lyndrassia,No,Debris Control,Other,8.784,0.4923,0.0,1974.0,1975.0,0.05713,11209.78761,Missing,0.0,47.34,Low,Not Rated,2015.2,0.1333,20.5,110.5,15.66
SOAD11105,Lyndrassia,No,Grade Stabilization,Earth,6.856,0.182,10050.0,1998.0,2005.0,0.03349,229.04294,Uncontrolled,0.0,25.086,Low,Not Rated,2016.8,0.0538,39.4,12.5,17.82
SOAD11235,Navaldia,No,Missing,Earth,7.615,0.232,15200.0,1978.0,2002.0,0.0,0.0,Missing,-4.440892098500626e-16,22.679,Low,Not Rated,2014.0,0.1081,27.2,22.1,24.08
SOAD11434,Lyndrassia,Yes,Flood Risk Reduction,Earth,12.988,0.232,29800.0,1974.0,1990.0,0.06895,2.66329,Uncontrolled,5.0,23.25,Low,Satisfactory,2007.0,0.0358,9.8,296.3,9.93
SOAD11664,Lyndrassia,No,Irrigation,Earth,8.371,0.20650000000000002,0.0,1965.0,1978.0,0.05713,1608.62716,Missing,0.0,1.59,Low,Not Rated,2014.0,0.0582,10.3,581.5,36.6
SOAD11722,Lyndrassia,No,Flood Risk Reduction,Earth,8.307,0.179,13512.0,1994.0,2002.0,0.05319,1765.76127,Uncontrolled,1.0,23.956,Low,Not Rated,2014.4,0.0898,27.8,8.1,27.939999999999998
SOAD13262,Lyndrassia,No,Recreation,Earth,7.421,0.18589999999999995,0.0,1964.0,1980.0,0.07092,1371.59435,Missing,0.0,7.92,High,Not Rated,2014.0,0.1272,45.0,285.7,6.4
SOAD13674,Lyndrassia,No,Recreation,Earth,10.113,0.20349999999999996,0.0,1962.0,1996.0,0.05122,351.55428,Missing,0.0,26.42,Low,Not Rated,2014.0,0.1304,18.0,445.8,6.3
SOAD13707,Navaldia,Yes,Flood Risk Reduction,Earth,11.582,0.146,25880.0,1967.0,2006.0,0.0,0.0,Missing,5.0,27.764999999999997,Low,Not Rated,2014.0,0.0655,42.1,15.4,25.93
SOAD13867,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.025,0.467,14349.699999999983,1977.0,2002.0,0.0925899999999999,0.0,Missing,-4.440892098500626e-16,31.081000000000003,Low,Not Rated,2014.0,0.0924,37.6,9.6,25.12
SOAD13885,Flumevale,Yes,Water Supply,Earth,5.766,0.303,13600.0,1955.0,2006.0,0.24428,10.65316,Missing,0.5,11.706000000000001,Low,Satisfactory,2017.0,0.0705,195.2,5.4,47.9
SOAD14346,Lyndrassia,No,Recreation,Earth,6.679,0.2834,0.0,1974.0,1999.0,0.07486,1118.5818,Missing,0.0,0.0,Low,Not Rated,2014.0,0.065,6.3,384.1,3.7
SOAD14505,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.473,0.099,12708.899999999965,1965.0,1999.0,0.0,7.98987,Missing,-4.440892098500626e-16,27.248,Low,Not Rated,2014.0,0.1022,9.1,15.7,37.120000000000005
SOAD14994,Lyndrassia,Yes,Recreation,Earth,12.02,0.043,74291.29999999999,1963.0,1994.0,0.14459799999999978,2.66329,Uncontrolled,2.7,26.71,Low,Missing,2013.1,0.111,18.7,111.7,7.4
SOAD15359,Lyndrassia,No,Recreation,Earth,6.144,0.232,0.0,1962.0,1980.0,0.08668,5382.50909,Missing,0.0,0.0,Low,Not Rated,2014.0,0.0796,13.3,618.9,6.1
SOAD15362,Lyndrassia,No,Irrigation,Earth,5.408,0.22630000000000003,0.0,1978.0,1998.0,0.0886499999999999,796.32371,Missing,0.0,19.94,Low,Not Rated,2014.0,0.1107,20.7,295.1,39.3
SOAD15747,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.023,0.067,21910.0,1942.0,1998.0,0.06579800000000002,7.98987,Uncontrolled,4.0,0.0,Low,Missing,2018.2,0.0798,14.3,768.0,17.82
SOAD15784,Flumevale,Yes,Recreation,Earth,5.381,0.133,9778.0,1877.0,1986.0,0.03546,7.98987,Missing,6.0,12.71,Low,Satisfactory,2020.0,0.0408,35.9,106.4,3.8
SOAD16523,Navaldia,Yes,Recreation,Earth,6.896,0.167,28582.5,1882.0,2008.0,0.06698,5.32658,Missing,1.0,1.404,High,Poor,2016.5,0.1185,9.6,849.4,4.9
SOAD16678,Lyndrassia,No,Grade Stabilization,Earth,10.573,0.132,13831.0,1990.0,2005.0,0.09653,3323.78592,Uncontrolled,0.0,32.916,Low,Not Rated,2015.8,0.1108,22.2,14.7,24.48
SOAD16830,Lyndrassia,No,Flood Risk Reduction,Earth,10.491,0.143,21274.0,2001.0,1998.0,0.05319,1906.91564,Uncontrolled,1.0,25.759999999999998,Low,Not Rated,2014.9,0.0717,25.6,11.8,20.72
SOAD17032,Navaldia,Yes,Flood Risk Reduction,Earth,6.051,0.195,15544.0,1969.0,2006.0,0.0,2.66329,Missing,5.0,24.894000000000002,Low,Not Rated,2014.0,0.0536,28.0,23.2,28.66
SOAD17437,Lyndrassia,No,Grade Stabilization,Earth,12.242,0.15,24486.0,1972.0,1998.0,0.07289,2532.78879,Uncontrolled,0.0,29.326999999999998,Low,Not Rated,2016.0,0.0652,39.9,7.8,20.24
SOAD18809,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.411,0.177,9782.799999999988,1970.0,1991.0,0.03880900000000009,27.431887000000188,Uncontrolled,10.0,23.58,Low,Not Rated,2018.6,0.0291,8.0,15.1,12.89
SOAD19412,Lyndrassia,No,Flood Risk Reduction,Earth,8.986,0.195,18270.0,1994.0,1999.0,0.05122,1621.94361,Uncontrolled,1.0,23.956,Low,Not Rated,2014.6,0.0865,39.4,10.9,24.18
SOAD19629,Flumevale,Yes,Irrigation,Earth,6.79,0.283,34700.0,1939.0,1979.0,0.06895,7.98987,Missing,6.0,79.87,Low,Satisfactory,2012.0,0.0571,34.5,148.3,45.4
SOAD19724,Navaldia,No,Flood Risk Reduction,Earth,5.85,0.243,12304.0,1990.0,2003.0,0.08077,2.66329,Missing,-4.440892098500626e-16,7.71,Low,Not Rated,2014.0,0.0923,28.6,306.1,28.75
SOAD19945,Lyndrassia,No,Recreation,Earth,7.213,0.2982,0.0,1971.0,2002.0,0.07486,1414.20699,Missing,0.0,29.54,Low,Not Rated,2014.0,0.119,34.8,129.5,6.6
SOAD20001,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.679,0.067,68388.69999999998,1950.0,2006.0,0.12154899999999991,22.904293999999936,Missing,1.35,69.81,Low,Missing,2015.7,0.071,12.6,173.8,24.95
SOAD20110,Navaldia,No,Tailings,Earth,5.641,0.15,12745.0,1992.0,2000.0,0.0,2.66329,Missing,-4.440892098500626e-16,18.705,Low,Not Rated,2014.0,0.1122,10.7,16.9,14.28
SOAD20156,Lyndrassia,No,Missing,Earth,8.661,0.2246,0.0,1970.0,2005.0,0.06107,2218.52057,Missing,0.0,1.54,High,Not Rated,2014.5,0.1465,33.4,756.0,15.910000000000002
SOAD20605,Lyndrassia,No,Flood Risk Reduction,Earth,8.206,0.183,14740.0,2004.0,2002.0,0.05122,1526.06517,Uncontrolled,1.0,29.820999999999998,Low,Not Rated,2014.4,0.0761,27.3,6.5,20.37
SOAD00155,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.502,0.105,19198.900000000023,1964.0,2002.0,0.19995499999999966,37.28606,Missing,1.5,6.61,Low,Missing,2016.7,0.0861,17.0,208.8,21.38
SOAD01062,Navaldia,No,Missing,Earth,4.341,0.2,44020.69999999998,2002.0,1997.0,0.10953200000000018,2.9296190000000024,Missing,-4.440892098500626e-16,15.044,Low,Not Rated,2016.0,0.1264,11.2,17.2,18.56
SOAD01761,Lyndrassia,No,Flood Risk Reduction,Earth,10.885,0.133,18776.0,1992.0,2005.0,0.1871499999999999,1984.15105,Uncontrolled,0.0,32.916,Low,Not Rated,2015.4,0.1077,43.7,7.4,24.37
SOAD01894,Lyndrassia,No,Irrigation,Earth,4.274,0.16609999999999997,0.0,1977.0,1998.0,0.12608,4466.33733,Missing,0.0,26.66,High,Not Rated,2014.0,0.1197,30.0,354.0,44.4
SOAD02065,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.438,0.08,60999.899999999965,1950.0,2006.0,0.11544200000000027,21.0399910000001,Missing,0.8500000000000001,117.38,Low,Missing,2014.2,0.1104,6.4,59.0,22.0
SOAD02290,Navaldia,No,Water Supply,Earth,7.266,0.183,12452.800000000017,1965.0,2003.0,0.08274,0.0,Missing,-4.440892098500626e-16,17.197,Low,Not Rated,2014.0,0.1095,24.1,11.2,50.8
SOAD02810,Lyndrassia,No,Recreation,Earth,8.549,0.2631,0.0,1970.0,1984.0,0.0591,759.03765,Missing,0.0,0.0,Low,Not Rated,2014.0,0.0913,37.2,822.4,9.0
SOAD02918,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.79,0.117,8449.700000000012,1950.0,2009.0,0.1347480000000001,21.30632000000037,Missing,0.5999999999999999,36.23,Low,Missing,2014.5,0.1189,19.9,195.4,17.39
SOAD03123,Lyndrassia,No,Recreation,Earth,12.105,0.1859,0.0,1969.0,2000.0,0.04137,623.2098599999999,Missing,0.0,6.58,High,Not Rated,2014.0,0.097,26.0,341.4,5.0
SOAD03360,Flumevale,Yes,Water Supply,Earth,6.718,0.223,10000.0,1938.0,2000.0,0.13987,5.32658,Missing,0.5,12.469000000000001,Low,Satisfactory,2017.0,0.0579,43.2,21.4,10.8
SOAD03775,Lyndrassia,No,Flood Risk Reduction,Earth,12.115,0.147,21415.0,2006.0,2012.0,0.04925,1126.57167,Uncontrolled,0.0,30.519000000000002,Low,Not Rated,2016.9,0.1012,16.3,18.3,28.32
SOAD04176,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.861,0.533,16054.100000000006,1971.0,2002.0,0.06895,0.0,Missing,-4.440892098500626e-16,31.081000000000003,Low,Not Rated,2014.0,0.0908,22.4,14.7,16.58
SOAD04589,Lyndrassia,No,Recreation,Earth,5.292,0.31880000000000003,0.0,1970.0,2000.0,0.09653,1664.55625,Missing,0.0,47.67,Low,Not Rated,2014.0,0.1074,43.3,234.6,8.2
